audit;supplier;test_name;purpose;description;actions;nist800-53_ref;risk_level;authors
repo;nokia-sros;snmp_v3user_set.nokia-sros.gawk;check if <snmp v3 user> is set;missing snmp v3 user configuration means authenticated snmp access is not configured;configure snmp v3 user with authentication and privacy protocols (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
repo;nokia-sros;ssh_setup_set.nokia-sros.gawk;check if <ssh server> is set;missing ssh server configuration means secure remote management is not available;configure ssh server parameters to enable secure management access (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
repo;packetfilter-fwcli;acl_configconsistency_set.packetfilter-fwcli.gawk;check that packetfilter rules have inconsistent/redundant rules;inconsistent or redundant packetfilter rules reduce security effectiveness and complicate policy management;review and clean up packetfilter rules to remove redundancies and resolve inconsistencies (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;info;cedric llorens
repo;packetfilter-fwcli;global_basicrulecheck_set.packetfilter-fwcli.gawk;check basic tests on rules;basic rule quality checks detect common misconfigurations and policy gaps in the packetfilter ruleset;review and correct rules that fail basic quality checks (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;adrien lebout
repo;packetfilter-fwcli;global_defaultpolicy_set.packetfilter-fwcli.gawk;list and monitor default policies;missing or permissive default policies means traffic not matched by explicit rules may be allowed by default instead of denied;set and monitor default deny policies on all chains (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;adrien lebout
repo;packetfilter-fwcli;global_duplicaterule_notset.packetfilter-fwcli.gawk;check that <duplicate rules> are not set;duplicate rules in packetfilter add unnecessary complexity and may indicate configuration drift or errors;remove duplicate rules to simplify and clean up the ruleset (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;medium;lucas vanhaaren
repo;packetfilter-fwcli;global_forbidbeforerule_notset.packetfilter-fwcli.gawk;check if <pass/block> are defined before nat/rdr/match/scrub;pass/block rules defined before nat/rdr/match/scrub rules may be shadowed or cause unexpected policy behavior;reorder rules to ensure pass/block rules are placed after nat/rdr/match/scrub rules as required by pf rule evaluation order (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;medium;adrien lebout, pierre bertrand
repo;packetfilter-fwcli;global_ipioclist_set.packetfilter-fwcli.gawk;check that <ip_ioc_list> is set;missing ip ioc list means known malicious ip indicators of compromise are not blocked at the firewall level;configure ip_ioc_list with current threat intelligence feeds to block known malicious addresses (please refer to engineering/operations guidelines for further information);si-4 | system and information integrity | ensure system monitoring is configured;info;wael elsingaby
repo;packetfilter-fwcli;global_lastruledrop_set.packetfilter-fwcli.gawk;check <last drop rule> is set;missing last drop rule means traffic not matched by any explicit rule may be allowed by implicit accept;add an explicit block rule as the last rule to enforce implicit deny (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;medium;lucas vanhaaren
repo;packetfilter-fwcli;global_loopbackantispoof_set.packetfilter-fwcli.gawk;check if <loopback 127/8 rules> are set on lo to accept and drop packets (pf);missing loopback anti-spoofing rules allows packets with 127/8 source addresses arriving on non-loopback interfaces;add rules to accept loopback traffic on lo and block 127/8 packets arriving on other interfaces (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high | medium;quentin gavilan
repo;packetfilter-fwcli;global_oldercryptoalg_notset.packetfilter-fwcli.gawk;check if <older crypto algorithm> is not set;use of older or weak cryptographic algorithms exposes encrypted traffic to known attacks;replace older crypto algorithms with strong modern equivalents (please refer to engineering/operations guidelines for further information);sc-13 | system and communications protection | ensure cryptographic protection using approved algorithms is configured;high;cedric llorens
repo;packetfilter-fwcli;global_ruleinfo_set.packetfilter-fwcli.gawk;provide rule information;rule information checks provide visibility into rule structure and help identify policy gaps;review rule information output and address any identified gaps or anomalies (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;info | low;adrien lebout
repo;packetfilter-fwcli;global_rulelog_set.packetfilter-fwcli.gawk;check that <rule log> is set globally;missing logging on firewall rules prevents tracking of allowed and denied traffic for security monitoring;add logging to firewall rules to capture traffic events (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;medium;cedric llorens
repo;packetfilter-fwcli;global_rulevarinfo_set.packetfilter-fwcli.gawk;provide rule <var> information;variable information checks provide visibility into macro/variable usage and help identify undefined or unused references;review variable information output and address any identified gaps or anomalies (please refer to engineering/operations guidelines for further information);cm-6 | configuration management | ensure configuration settings are established and enforced;info;adrien lebout
repo;packetfilter-fwcli;global_tabledefref_set.packetfilter-fwcli.gawk;check <tables> def not ref and ref not def;tables defined but not referenced represent dead configuration  tables referenced but not defined cause rule processing errors;align table definitions and references to ensure all tables are used and all references are valid (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;pierre bertrand
repo;packetfilter-fwcli;global_vardefref_set.packetfilter-fwcli.gawk;check <vars> def not ref and ref not def;variables defined but not referenced represent dead configuration  variables referenced but not defined cause rule processing errors;align variable definitions and references to ensure all vars are used and all references are valid (please refer to engineering/operations guidelines for further information);cm-6 | configuration management | ensure configuration settings are established and enforced;high | info;pierre bertrand
repo;paloalto-panos;fw_anyany_notset.paloalto-panos.gawk;check if firewall does not implement <src=all dst=all service=any action=allow>;any-any allow rules permit all traffic between all sources and destinations, completely bypassing firewall controls;replace any-any allow rules with specific rules matching only required traffic flows (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
repo;paloalto-panos;fw_forbidproto_notset.paloalto-panos.gawk;check if firewall does not implement <forbidden protocols>;firewall rules permitting forbidden protocols allow insecure or dangerous services through the security policy;remove or block rules that permit forbidden protocols (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
repo;paloalto-panos;fw_lastrule_set.paloalto-panos.gawk;check if firewall last rule implement <src=any dst=any service=any action=deny>;missing deny-all last rule means traffic not matched by any explicit rule may be allowed by default;add an explicit deny-all rule as the last security policy rule to enforce implicit deny (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
repo;paloalto-panos;global_lldp_notset.paloalto-panos.gawk;check if <lldp> is not set (global);lldp enabled globally discloses network topology information to adjacent devices and may be exploited;disable lldp globally if not required for network operations (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;high;cedric llorens
repo;paloalto-panos;int_icmpredirect_notset.paloalto-panos.gawk;check if an interface has no <icmp-redirect yes>;icmp redirects enabled on interfaces can be exploited to redirect traffic through unauthorized gateways;disable icmp-redirect on all interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
repo;paloalto-panos;int_icmpunreachable_notset.paloalto-panos.gawk;check if an interface has no <icmp-unreachable yes>;icmp unreachables enabled on interfaces may reveal network topology information to potential attackers;disable icmp-unreachable on all interfaces (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;high;cedric llorens
repo;paloalto-panos;int_lldp_notset.paloalto-panos.gawk;check if an interface has no <lldp>;lldp enabled on interfaces discloses topology information to adjacent devices and may be exploited;disable lldp on all interfaces where it is not required (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;high;cedric llorens
repo;paloalto-panos;int_proxyarp_notset.paloalto-panos.gawk;check if an interface has no <proxy-arp yes>;proxy-arp enabled on interfaces can lead to arp spoofing and man-in-the-middle attacks;disable proxy-arp on all interfaces where it is not explicitly required (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
repo;paloalto-panos;ipsec_oldercryptoalg_notset.paloalto-panos.gawk;check if <older crypto algorithm> is not set;use of older or weak cryptographic algorithms in ipsec exposes vpn tunnels to known attacks;replace older crypto algorithms with strong modern equivalents in ipsec profiles (please refer to engineering/operations guidelines for further information);sc-13 | system and communications protection | ensure cryptographic protection using approved algorithms is configured;high;cedric llorens
repo;paloalto-panos;snmp_v1v2forbidcommunity_notset.paloalto-panos.gawk;check if <snmp v1v2 forbidden communities> are not set;use of well-known or default snmp community strings such as public or private exposes the device to unauthorized access;remove or replace forbidden snmp community strings with strong unique values (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
repo;paloalto-panos;snmp_v1v2_notset.paloalto-panos.gawk;check if <snmp v1v2> is not set;snmp v1 and v2c use cleartext community strings and lack authentication, making them insecure;disable snmp v1 and v2c and migrate to snmp v3 with authentication and encryption (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
repo;paloalto-panos;snmp_v1v2rw_notset.paloalto-panos.gawk;check if <snmp v1v2 write> is not set;snmp v1v2 read-write community strings allow configuration changes via an insecure protocol;disable snmp v1v2 read-write access and use snmp v3 with appropriate privileges (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
repo;paloalto-panos;snmp_v3host_set.paloalto-panos.gawk;check if <snmp v3 host> is set;missing snmp v3 host configuration means trap notifications are not sent to a secure management destination;configure snmp v3 host with appropriate notification targets (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
repo;paloalto-panos;snmp_v3user_set.paloalto-panos.gawk;check if <snmp v3 user> is set;missing snmp v3 user configuration means authenticated snmp access is not configured;configure snmp v3 user with authentication and privacy protocols (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
repo;paloalto-panos;ssh_setup_set.paloalto-panos.gawk;check if <ssh server> is set;missing ssh server configuration means secure remote management is not available;configure ssh server parameters to enable secure management access (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
repo;paloalto-panos;ssh_versionv1_notset.paloalto-panos.gawk;check if <ssh version v1> is not set;ssh version 1 is cryptographically weak and should not be enabled on any device;disable ssh version 1 and enforce ssh version 2 only (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;6wind-linux;global_forbidservices_notset.6wind-linux.gawk;check if <vrf main> block only contains trusted services;unauthorized or unexpected services running in vrf main expand the attack surface and could expose the device to security risks;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);cm-7(1) | configuration management | ensure periodic review of unnecessary functions ports protocols and services;high;cedric llorens
run;6wind-linux;global_netconfcompliant_set.6wind-linux.gawk;check if <vrf main><netconf-server> block is compliant (address, enabled true);non-compliant netconf server configuration (bad address, missing port, or service disabled) could expose the device to unauthorized management access;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ac-17(2) | access control | ensure remote access is encrypted;high;cedric llorens
run;6wind-linux;global_ntpcompliant_set.6wind-linux.gawk;check if <vrf main><ntp> block is compliant (time-sources, enabled true);non-compliant ntp configuration could affect time synchronization and undermine log integrity and audit trail reliability;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);au-8(1) | audit and accountability | ensure time synchronization with authoritative source is configured;high;cedric llorens
run;6wind-linux;global_oldercryptoalg_notset.6wind-linux.gawk;check if <older crypto algorithm> is not set;usage of deprecated or weak cryptographic algorithms weakens device security and could be exploited by an attacker;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);sc-13 | system and communications protection | ensure cryptographic protection using approved algorithms is configured;high;cedric llorens
run;6wind-linux;global_snmpcustforbidcommunity_notset.6wind-linux.gawk;check if <vrf main><snmp> custom block is compliant (trusted communities, authorization, destination);non-compliant snmp custom community configuration (forbidden communities, read-write access, or invalid destination) could expose the device to unauthorized access or information disclosure;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;6wind-linux;global_snmpforbidcommunity_notset.6wind-linux.gawk;check if <vrf main><snmp> block is compliant (trusted community, authorization, enabled true);use of default or forbidden snmp communities (public, private) or read-write authorization could expose the device to unauthorized access or configuration changes;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;6wind-linux;global_sshcompliant_set.6wind-linux.gawk;check if <vrf main><ssh-server> block is compliant (port, permit-root-login, enabled true);non-compliant ssh server configuration (missing port, root login allowed, or service disabled) could expose the device to unauthorized remote access;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;6wind-linux;system_authcompliant_set.6wind-linux.gawk;check if <system><auth> block is compliant (trusted users);non-compliant authentication configuration allowing untrusted users could grant unauthorized access to the device;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;6wind-linux;system_networkstackicmpcompliant_set.6wind-linux.gawk;check if <system><network-stack><icmp> block is compliant (rate-limit-icmp, rate-mask-icmp destination-unreachable, ignore-icmp-echo-broadcast);non-compliant icmp network stack settings could expose the device to icmp flood or amplification attacks and information leakage via broadcast echo;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);sc-5(2) | system and communications protection | ensure dos protection capacity and bandwidth is managed;high;cedric llorens
run;6wind-linux;system_networkstackipcompliant_set.6wind-linux.gawk;check if <system><network-stack><ipv4/ipv6> block is compliant (accept-redirects, accept-source-route, accept-router-advert, arp-proxy);non-compliant ip network stack settings could expose the device to ip-based attacks such as icmp redirects, source routing abuse, rogue router advertisements, or arp proxy spoofing;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
run;checkpoint-fwcli;global_duplicaterule_notset.checkpoint-fwcli.gawk;check that <duplicate rules> are not set;duplicate firewall rules indicate policy inconsistencies, increase rule base complexity, and may hide unintended access permissions;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;medium;lucas vanhaaren
run;checkpoint-fwcli;global_ipioclist_set.checkpoint-fwcli.gawk;check that <ip_ioc_list> is set;missing ioc ip addresses in access rules may allow known malicious sources to communicate with the device;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);si-4 | system and information integrity | ensure system monitoring is configured;info;wael elsingaby
run;checkpoint-fwcli;global_lastruledrop_set.checkpoint-fwcli.gawk;check <last drop rule> is set;a missing implicit deny-all last rule may allow unintended traffic to pass through the firewall policy;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;medium;lucas vanhaaren
run;checkpoint-fwcli;global_loopbackantispoof_set.checkpoint-fwcli.gawk;check if <loopback 127/8 rules> are set to accept and drop packets appropriately;missing loopback anti-spoofing rules may allow external packets with spoofed loopback source addresses to bypass security controls;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high | medium;quentin gavilan
run;checkpoint-fwcli;global_ntp_set.checkpoint-fwcli.gawk;check <ntp statements> is set;missing or misconfigured ntp synchronization leads to log timestamp inconsistencies, impeding incident response and forensic analysis;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;medium;maxime souris
run;checkpoint-fwcli;global_oldercryptoalg_notset.checkpoint-fwcli.gawk;check if <older crypto algorithm> is not set;older or deprecated cryptographic algorithms expose encrypted communications to known attacks and compromise data confidentiality;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);sc-13 | system and communications protection | ensure cryptographic protection using approved algorithms is configured;high;cedric llorens
run;checkpoint-fwcli;global_passwordpolicy_set.checkpoint-fwcli.gawk;check that <password policy> is set;weak password policies increase the risk of unauthorized access through brute force or credential attacks;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ia-5(1) | identification and authentication | ensure password-based authentication complexity is enforced;medium;maxime souris
run;checkpoint-fwcli;global_ruleinfo_set.checkpoint-fwcli.gawk;provide rule information;permissive rules using source/destination any or dangerous services expose the device to unauthorized access and lateral movement risks;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;info;cedric llorens
run;checkpoint-fwcli;global_rulelog_set.checkpoint-fwcli.gawk;check that <rule log> is set globally;rules without logging prevent detection of security incidents and make forensic analysis impossible;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;medium;cedric llorens
run;checkpoint-fwcli;global_snmpv1v2forbidcommunity_notset.checkpoint-fwcli.gawk;check that <snmp v1v2 forbidden communities> are not set;well-known or forbidden snmp community strings expose the device to unauthorized monitoring and potential information disclosure;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;maxime souris
run;checkpoint-fwcli;global_snmpv1v2rw_notset.checkpoint-fwcli.gawk;check that <snmp v1v2 write> is not set;snmp v1/v2 write communities allow unauthorized modification of device configuration and represent a critical security risk;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;maxime souris
run;checkpoint-fwcli;global_statefulrules_set.checkpoint-fwcli.gawk;check that <config stateful rules> is set;missing stateful inspection rules for established/related and invalid connection states may allow unauthorized traffic and connection hijacking attacks;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high | medium;quentin gavilan
run;checkpoint-fwcli;global_vardefref_set.checkpoint-fwcli.gawk;check vars def not ref and ref not def;undefined variable references or unused variable definitions indicate configuration inconsistencies that may lead to unexpected security policy behavior;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);cm-6 | configuration management | ensure configuration settings are established and enforced;high | info;pierre bertrand
run;cisco-cedge;aaa_config_set.cisco-cedge.gawk;check if <aaa config> is set;partial aaa configuration setup could endanger device security (authentication, authorization, and accounting must be configured);missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;cisco-cedge;aaa_user_notset.cisco-cedge.gawk;check if <aaa users> are not set locally;local users can endanger the security of the system by allowing unauthorized access;remove local users or setup exceptions (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;cisco-cedge;acl_configconsistency_set.cisco-cedge.gawk;check if <acl rules> are consistent;inconsistent or redundant acl rules can lead to security vulnerabilities;remove inconsistent or redundant rules (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;info;cedric llorens
run;cisco-cedge;acl_defref_set.cisco-cedge.gawk;check if <acl> definitions are referenced;unreferenced acls can lead to security vulnerabilities;remove unreferenced acls or reference them (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;cedric llorens
run;cisco-cedge;fw_zonesecurity_set.cisco-cedge.gawk;check if a <fw zone> is set;missing firewall zone security configuration may allow unrestricted traffic between network zones;configure zone-based firewall with appropriate zone-pairs and policies (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-cedge;global_banner_set.cisco-cedge.gawk;check if <banner motd/login/exec> are set;banners can be used to display important information to users;set banners (please refer to engineering/operations guidelines for further information);ac-8 | access control | ensure system use notification banner is configured;high;cedric llorens
run;cisco-cedge;global_enablepassword_notset.cisco-cedge.gawk;check if <enable password> is not set;enable password can be used to gain privileged access to the device;set enable password (please refer to engineering/operations guidelines for further information);ia-5 | identification and authentication | ensure authenticator management is configured;high;cedric llorens
run;cisco-cedge;global_http_notset.cisco-cedge.gawk;check if <http statement> is not set;http statement can be used to gain privileged access to the device;set http statement (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-cedge;global_logging_set.cisco-cedge.gawk;check if <logging host> is set for centralized logging;logging can be used to track system events and potential security incidents;set logging host (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;medium;cedric llorens
run;cisco-cedge;global_nocdprun_set.cisco-cedge.gawk;check if <no cdp run> is set and <cdp run> is not set;cdp can be used to gain unauthorized access to the device or reveal sensitive information;set <no cdp run> or remove <cdp run> (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
run;cisco-cedge;global_noipbootpserver_set.cisco-cedge.gawk;check if <no ip bootp server> is set and <ip bootp server> is not set;ip bootp server can be used to gain unauthorized access to the device or trigger attacks;set <no ip bootp server> or remove <ip bootp server> (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-cedge;global_noipfinger_set.cisco-cedge.gawk;check if <no ip finger> is set and <ip finger> is not set;ip finger can be used to gain unauthorized access to the device or reveal sensitive information;set <no ip finger> or remove <ip finger> (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
run;cisco-cedge;global_noipsourceroute_set.cisco-cedge.gawk;check if <no ip source-route> is set and <ip source-route> is not set;ip source-route can be used to trigger attacks or can be used for unusual routing paths;set <no ip source-route> or remove <ip source-route> (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
run;cisco-cedge;global_rcmd_notset.cisco-cedge.gawk;check if <rcmd> is not set;rcmd can be used to gain unauthorized access to the device;set <no rcmd> or remove <rcmd> (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-cedge;int_cdpenable_notset.cisco-cedge.gawk;check if an interface has no <cdp enable>;cdp may disclose sensitive information or trigger vulnerabilities;set <no cdp enable> on interfaces (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
run;cisco-cedge;int_directedbroadcast_notset.cisco-cedge.gawk;check if an interface has no <ip directed-broadcast>;ip directed-broadcast may trigger attacks;set <no ip directed-broadcast> on interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-cedge;int_ipredirects_notset.cisco-cedge.gawk;check if an interface has no <ip redirects>;ip redirects may trigger attacks;set <no ip redirects> on interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-cedge;int_ipunreachables_notset.cisco-cedge.gawk;check if an interface has no <ip unreachables>;ip unreachables may trigger attacks;set <no ip unreachables> on interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-cedge;int_proxyarp_notset.cisco-cedge.gawk;check if an interface has no <ip proxy-arp>;ip proxy-arp may trigger attacks;set <no ip proxy-arp> on interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-cedge;ipsec_oldercryptoalg_notset.cisco-cedge.gawk;check if older crypto algorithms are not set;older crypto algorithms (md5, 3des, sha1, rc4, tlsv1) are weak and may expose ipsec tunnels to cryptographic attacks;replace older crypto algorithms with stronger ones (please refer to engineering/operations guidelines for further information);sc-13 | system and communications protection | ensure cryptographic protection using approved algorithms is configured;high;cedric llorens
run;cisco-cedge;linevty_transportinputssh_set.cisco-cedge.gawk;check if a line vty has <transport input ssh>;vty without restricting transport input to ssh or none allows insecure protocols (telnet) for remote management;set <transport input ssh> or <transport input none> on line vty (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;cisco-cedge;linevty_transportoutputssh_set.cisco-cedge.gawk;check if a line vty has <transport output ssh>;vty without restricting transport output to ssh or none allows insecure protocols for outbound connections;set <transport output ssh> or <transport output none> on line vty (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;cisco-cedge;ntp_accessgroup_set.cisco-cedge.gawk;check if <ntp access-group> is set;ntp without access-group restriction can allow unauthorized ntp synchronization requests to or from any host;set <ntp access-group> with appropriate acl to restrict ntp access (please refer to engineering/operations guidelines for further information);au-8(1) | audit and accountability | ensure time synchronization with authoritative source is configured;high;cedric llorens
run;cisco-cedge;ntp_ip_set.cisco-cedge.gawk;check if <ntp server> is set;missing ntp server configuration can lead to time synchronization issues affecting log correlation and security auditing;set <ntp server> with a trusted ntp source (please refer to engineering/operations guidelines for further information);au-8(1) | audit and accountability | ensure time synchronization with authoritative source is configured;high;cedric llorens
run;cisco-cedge;routing_defref_set.cisco-cedge.gawk;check if <routing> definitions are referenced and references are defined;route-maps or prefix-lists defined but not referenced (or vice versa) indicate dead configuration and potential routing inconsistencies;remove unused route-maps and prefix-lists or fix missing references (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high | info;cedric llorens
run;cisco-cedge;snmp_v1v2forbidcommunity_notset.cisco-cedge.gawk;check if <snmp v1v2 forbidden communities> are not set;default or trivial snmp community strings (public, private) can be easily guessed and allow unauthorized device access;remove forbidden community strings and replace with non-trivial values or migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;cisco-cedge;snmp_v1v2_notset.cisco-cedge.gawk;check if <snmp v1v2> is not set;snmp v1 and v2c use clear-text community strings and lack strong authentication and encryption;disable snmp v1/v2c community strings and migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;cisco-cedge;snmp_v1v2rw_notset.cisco-cedge.gawk;check if <snmp v1v2 rw> is not set;snmp v1/v2c read-write community string allows unauthorized configuration changes to the device;remove rw community strings and use read-only community or migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;cisco-cedge;snmp_v3groupdefref_set.cisco-cedge.gawk;check if <snmp v3 group> definitions are referenced and references are defined;snmp v3 groups defined but not referenced by users (or vice versa) indicate configuration inconsistencies;ensure all snmp v3 group definitions are used by a user and all user group references have a matching group definition (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | low;cedric llorens
run;cisco-cedge;snmp_v3host_set.cisco-cedge.gawk;check if <snmp v3 host> is set;missing snmp v3 trap host configuration means security events and traps may not be forwarded to the monitoring system;set <snmp-server host> with snmp v3 credentials pointing to the monitoring trap receiver (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-cedge;snmp_v3user_set.cisco-cedge.gawk;check if <snmp v3 user> is set;missing snmp v3 user with auth and priv means snmp v3 authentication and encryption are not properly configured;set <snmp-server user> with proper auth and priv settings (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
